ID,Gender,Age,Height,Weight,Body Shape,bkgApose,nobkgApose,bkgStandardPose,nobkgStandardPose,bkgTpose,nobkgTpose,bkgFreePose,nobkgFreePose,MidNeckCircumference,NeckCircumference1,ShoulderWidth,SleeveCircumference,ArmLength-1,BicepsCircumference,WristCircumference,BreastCircumference,UpperBreastCircumference,LowerBreastCircumference,WaistCircumference1,AbodomenCircumference,CoxaCircumference,HipCircumference,ThighCircumference,CalfCircumference,LegLength-1,FrontNeck2HipLength-1,BackNeck2HipLength-1,NeckCircumference-2,ArmLength-2,WaistCircumference-2,LegLength-2,FrontNeck2HipLength-2,BackNeck2HipLength-2,HeightOfChest,DistanceOfChest,NapeToWaist,Knee circumference,WidthOfBack,Coxa2HipBottom,UpperHipCircumference
1632,male,50,167,64.5,standard,1591-119-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN,32,18,93,NaN,NaN,87,90,NaN,97,54,37,NaN,NaN,NaN,40,60,88,92,73,71,NaN,NaN,NaN,40,37,NaN,NaN
1633,female,40,160,56.5,triangle,1592-121-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,NaN,NaN,31,18,87,NaN,NaN,78,76,NaN,95,57,37,NaN,NaN,NaN,35,57,78,98,63,61,24,14,41,38,36,NaN,NaN
1634,male,28,173,89.2,small belly,1593-128-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,35,19,111,NaN,NaN,104,106,NaN,106,62,43,NaN,NaN,NaN,47,61,101,100,77,75,NaN,13,NaN,42,44,NaN,NaN
1635,female,27,156,53.5,triangle,1594-130-1.jpg,NaN,1594-130-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,NaN,NaN,30,17,88,NaN,NaN,78,79,NaN,97,59,37,NaN,NaN,NaN,35,56,74,97,61,59,26,13,38,39,36,NaN,NaN
1636,male,51,177,87,small belly,1595-131-1.jpg,NaN,1595-131-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,NaN,NaN,39,19,106,NaN,NaN,104,104,NaN,109,65,44,NaN,NaN,NaN,43,64,100,105,79,77,NaN,12,NaN,42,43,NaN,NaN
1637,female,48,155,55,triangle,1596-133-1.jpg,NaN,NaN,NaN,1596-133-5.jpg,NaN,1596-133-4.jpg,NaN,NaN,NaN,37,NaN,NaN,32,17,88,NaN,NaN,79,80,NaN,95,55,37,NaN,NaN,NaN,35,57,76,99,59,56,26,15,38,40,35,NaN,NaN
1638,male,33,170,76,small belly,1597-135-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,38,19,104,NaN,NaN,96,95,NaN,99,58,41,NaN,NaN,NaN,42,60,87,93,71,69,NaN,13,NaN,41,42,NaN,NaN
1639,male,43,171,86.5,small belly,1598-136-1.jpg,NaN,1598-136-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,34,19,105,NaN,NaN,101,102,NaN,104,63,43,NaN,NaN,NaN,46,61,98,99,73,71,NaN,NaN,NaN,40,42,NaN,NaN
1640,male,52,170,76.5,standard,1599-139-1.jpg,NaN,1599-139-7.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,34,18,104,NaN,NaN,97,98,NaN,100,62,41,NaN,NaN,NaN,42,59,91,97,70,68,NaN,NaN,NaN,40,44,NaN,NaN
1641,male,40,172,74.3,standard,1600-142-1.jpg,NaN,1600-142-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,36,18,101,NaN,NaN,95,89,NaN,100,63,42,NaN,NaN,NaN,41,62,84,102,76,74,NaN,NaN,NaN,40,41,NaN,NaN
1642,male,58,166,76.8,small belly,1601-144-1.jpg,NaN,1601-144-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,34,19,106,NaN,NaN,102,105,NaN,99,56,40,NaN,NaN,NaN,44,59,97,95,76,74,NaN,NaN,NaN,42,41,NaN,NaN
1643,male,43,174,94.5,small belly,1602-145-1.jpg,NaN,1602-145-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,39,19,112,NaN,NaN,107,112,NaN,108,70,43,NaN,NaN,NaN,44,64,106,98,75,73,NaN,NaN,NaN,41,44,NaN,NaN
1644,male,43,182,95,small belly,1603-147-1.jpg,NaN,1603-147-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,39,19,108,NaN,NaN,106,105,NaN,107,63,42,NaN,NaN,NaN,46,64,97,103,78,76,NaN,NaN,NaN,42,42,NaN,NaN
1645,male,34,180,91,small belly,1604-148-1.jpg,NaN,1604-148-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,NaN,NaN,34,18,107,NaN,NaN,101,101,NaN,109,63,40,NaN,NaN,NaN,43,64,98,104,77,75,NaN,13,NaN,42,46,NaN,NaN
1646,female,42,163,59,rectangle,1605-149-1.jpg,NaN,1605-149-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,NaN,NaN,31,16,96,NaN,NaN,82,83,NaN,95,57,38,NaN,NaN,NaN,37,59,80,98,65,62,25,NaN,40,38,36,NaN,NaN
1647,male,49,170,79,small belly,1606-150-1.jpg,NaN,1606-150-7.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,37,19,102,NaN,NaN,99,103,NaN,106,60,41,NaN,NaN,NaN,42,60,97,100,73,71,NaN,15,NaN,40,42,NaN,NaN
1648,female,41,156,55.4,rectangle,1607-152-1.jpg,NaN,1607-152-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,NaN,NaN,31,16,94,NaN,NaN,81,81,NaN,92,54,34,NaN,NaN,NaN,35,58,74,97,63,60,26,NaN,NaN,36,38,NaN,NaN
1649,female,41,160,57,triangle,1608-153-1.jpg,NaN,1608-153-4.jpg,NaN,NaN,NaN,1608-153-7.jpg,NaN,NaN,NaN,42,NaN,NaN,30,16,86,NaN,NaN,75,76,NaN,94,56,40,NaN,NaN,NaN,35,57,74,97,60,58,25,15,38,37,40,NaN,NaN
1650,male,51,168,69,standard,1609-154-1.jpg,NaN,1609-154-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,31,18,98,NaN,NaN,94,97,NaN,100,56,40,NaN,NaN,NaN,43,58,89,100,74,72,NaN,NaN,NaN,40,42,NaN,NaN
1651,male,32,172,75.8,small belly,1610-155-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,34,18,96,NaN,NaN,90,94,NaN,101,60,41,NaN,NaN,NaN,43,59,92,92,75,73,NaN,NaN,NaN,41,44,NaN,NaN
1652,male,21,180,73.2,standard,1611-156-1.jpg,NaN,1611-156-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,32,17,95,NaN,NaN,88,86,NaN,100,56,38,NaN,NaN,NaN,41,63,82,102,75,73,NaN,NaN,NaN,39,42,NaN,NaN
1653,male,43,176,71.9,standard,1612-158-1.jpg,NaN,1612-158-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,32,18,96,NaN,NaN,92,94,NaN,98,56,41,NaN,NaN,NaN,41,64,86,102,74,72,NaN,NaN,NaN,42,42,NaN,NaN
1654,male,42,168,77.5,standard,1613-160-1.jpg,NaN,NaN,NaN,NaN,NaN,1613-160-6.jpg,NaN,NaN,NaN,45,NaN,NaN,36,19,103,NaN,NaN,96,98,NaN,99,58,43,NaN,NaN,NaN,43,58,90,95,72,70,NaN,NaN,NaN,41,43,NaN,NaN
1655,male,36,169,77,small belly,1614-164-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,33,20,101,NaN,NaN,95,93,NaN,102,58,41,NaN,NaN,NaN,42,58.5,90,97.5,68,66,NaN,NaN,NaN,42,39,NaN,NaN
1656,male,55,175,78.8,small belly,1615-201-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,37,19,104,NaN,NaN,100,103,NaN,99,57,41,NaN,NaN,NaN,43,63,99,104,76,74,NaN,NaN,NaN,40,41,NaN,NaN
1657,male,51,182,79.5,standard,1616-208-1.jpg,NaN,1616-208-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,34,19,97,NaN,NaN,91,95,NaN,100,60,42,NaN,NaN,NaN,44,65,92,106,76,74,NaN,NaN,NaN,40,44,NaN,NaN
1658,male,34,173,87.5,small belly,1617-209-1.jpg,NaN,1617-209-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,NaN,NaN,39,19,106,NaN,NaN,98,97,NaN,105,62,42,NaN,NaN,NaN,46,62,94,95,74,72,NaN,NaN,NaN,41,43,NaN,NaN
1659,male,59,172,66,standard,1618-216-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,NaN,NaN,31,18,95,NaN,NaN,90,90,NaN,92,50,38,NaN,NaN,NaN,40,58,84,98,77,75,NaN,NaN,NaN,38,36,NaN,NaN
1660,male,33,165,75,standard,1619-218-1.jpg,NaN,1619-218-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,36,18,98,NaN,NaN,92,89,NaN,100,57,39,NaN,NaN,NaN,44,58,85,92,71,69,NaN,NaN,NaN,40,40,NaN,NaN
1661,male,25,175,65.8,standard,1620-222-1.jpg,NaN,1620-222-6.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,30,16,93,NaN,NaN,87,89,NaN,99,56,39,NaN,NaN,NaN,40,60,85,94,74,72,NaN,NaN,NaN,40,42,NaN,NaN
1662,male,32,175,81.2,small belly,1622-227-1.jpg,NaN,1622-227-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,36,20,100,NaN,NaN,92,93,NaN,104,60,40,NaN,NaN,NaN,44,64,92,100,77,75,NaN,NaN,NaN,40,42,NaN,NaN
1663,male,50,170,83,small belly,1623-230-1.jpg,NaN,1623-230-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,37,18,106,NaN,NaN,104,106,NaN,103,60,41,NaN,NaN,NaN,45,61,99,97,73,71,NaN,NaN,NaN,42,44,NaN,NaN
1664,male,35,181,72.5,standard,1624-235-1.jpg,NaN,1624-235-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,32,19,97,NaN,NaN,90,86,NaN,101,60,40,NaN,NaN,NaN,43,65,83,103,82,80,NaN,NaN,NaN,41,42,NaN,NaN
1665,male,28,183,68,standard,1625-237-1.jpg,NaN,1625-237-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,29,18,89,NaN,NaN,80,81,NaN,95,57,39,NaN,NaN,NaN,41,65,82,102,77,75,NaN,NaN,NaN,39,42,NaN,NaN
1666,male,29,179,69.3,standard,1626-239-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,NaN,NaN,32,17,101,NaN,NaN,85,88,NaN,97,54,35,NaN,NaN,NaN,41,64,88,102,72,70,NaN,NaN,NaN,35,46,NaN,NaN
1667,male,47,172,72.8,standard,1628-244-1.jpg,NaN,NaN,NaN,NaN,NaN,1628-244-4.jpg,NaN,NaN,NaN,44,NaN,NaN,33,19,91,NaN,NaN,88,90,NaN,98,57,36,NaN,NaN,NaN,42,61,88,96,76,74,NaN,NaN,NaN,40,42,NaN,NaN
1668,male,48,174,56.1,standard,1629-245-1.jpg,NaN,1629-245-6.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,30,18,88,NaN,NaN,81,75,NaN,91,52,34,NaN,NaN,NaN,38,61,76,99,78,76,NaN,NaN,NaN,38,40,NaN,NaN
1669,male,59,165,68.2,standard,1630-246-1.jpg,NaN,1630-246-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,31,18,99,NaN,NaN,92,91,NaN,93,55,40,NaN,NaN,NaN,40,58,87,92,73,71,NaN,NaN,NaN,39,42,NaN,NaN
1670,male,45,178,81,small belly,1631-248-1.jpg,NaN,1631-248-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,33,19,100,NaN,NaN,98,99,NaN,102,61,40,NaN,NaN,NaN,40,65,89,97,78,76,NaN,NaN,NaN,41,42,NaN,NaN
1671,female,48,163,51.6,rectangle,1632-250-1.jpg,NaN,1632-250-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN,29,16,90,NaN,NaN,77,78,NaN,90,51,36,NaN,NaN,NaN,36,59,74,90,65,62,28,14,42,36,37,NaN,NaN
1672,male,54,174,66.3,small belly,1633-251-1.jpg,NaN,1633-251-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,32,18,94,NaN,NaN,93,93,NaN,94,52,34,NaN,NaN,NaN,40,64,85,100,75,73,NaN,NaN,NaN,37,40,NaN,NaN
1673,female,35,160,48.7,rectangle,1634-252-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,NaN,NaN,27,14,85,NaN,NaN,72,72,NaN,87,50,33,NaN,NaN,NaN,36,57,72,98,61,59,23,13,39,34,35,NaN,NaN
1674,male,57,170,67.5,standard,1635-253-1.jpg,NaN,1635-253-5.jpg,NaN,NaN,NaN,1635-253-4.jpg,NaN,NaN,NaN,44,NaN,NaN,31,17,99,NaN,NaN,91,93,NaN,97,54,36,NaN,NaN,NaN,42,62,91,96,74,72,NaN,NaN,NaN,40,42,NaN,NaN
1675,male,55,175,91.5,small belly,1636-254-1.jpg,NaN,1636-254-4_…Ì∏ﬂ174.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,37,20,109,NaN,NaN,105,111,NaN,108,62,40,NaN,NaN,NaN,45,63,102,99,76,74,NaN,NaN,NaN,42,44,NaN,NaN
1676,male,47,172,86.7,small belly,1637-255-1.jpg,NaN,1637-255-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,34,19,108,NaN,NaN,103,100,NaN,98,58,43,NaN,NaN,NaN,43,63,94,96,76,74,NaN,NaN,NaN,41,44,NaN,NaN
1677,male,46,165,66,standard,1638-258-1.jpg,NaN,1638-258-7.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,NaN,NaN,34,19,96,NaN,NaN,90,85,NaN,95,55,40,NaN,NaN,NaN,41,60,81,98,73,71,NaN,NaN,NaN,41,38,NaN,NaN
1678,male,49,165,68.5,standard,1639-259-1.jpg,NaN,1639-259-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,32,19,96,NaN,NaN,90,88,NaN,98,59,40,NaN,NaN,NaN,41,59,85,98,74,72,NaN,NaN,NaN,39,41,NaN,NaN
1679,male,51,160,76.9,small belly,1640-260-1.jpg,NaN,1640-260-4.jpg,NaN,1640-260-6.jpg,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,36,19,102,NaN,NaN,100,101,NaN,102,58,40,NaN,NaN,NaN,44,57,95,90,91,69,NaN,NaN,NaN,40,41,NaN,NaN
1680,male,35,183,83.6,standard,1641-261-1.jpg,NaN,1641-261-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,NaN,NaN,36,18,105,NaN,NaN,98,96,NaN,107,63,40,NaN,NaN,NaN,42,64,94,104,80,78,NaN,NaN,NaN,42,43,NaN,NaN
1681,male,29,181,76.2,standard,1642-263-1.jpg,NaN,1642-263-5.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,35,18,98,NaN,NaN,89,86,NaN,102,62,40,NaN,NaN,NaN,40,56,85,103,75,73,NaN,NaN,NaN,40,42,NaN,NaN
1682,male,30,189,78.6,standard,1643-264-1.jpg,NaN,1643-264-6.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,32,17,98,NaN,NaN,89,88,NaN,101,60,38,NaN,NaN,NaN,43,68,90,106,80,78,NaN,NaN,NaN,40,45,NaN,NaN
1683,female,36,162,55.5,rectangle,1644-266-1.jpg,NaN,1644-266-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN,30,15,90,NaN,NaN,79,81,NaN,94,53,37,NaN,NaN,NaN,36,60,78,99,63,60,25,13,39,37,37,NaN,NaN
1684,male,35,168,78.5,small belly,1645-268-1.jpg,NaN,1645-268-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,34,18,102,NaN,NaN,97,102,NaN,103,60,42,NaN,NaN,NaN,42,59,97,94,75,73,NaN,NaN,NaN,42,40,NaN,NaN
1685,male,54,169,78.5,small belly,1646-269-1.jpg,NaN,NaN,NaN,NaN,NaN,1646-269-4.jpg,NaN,NaN,NaN,42,NaN,NaN,33,18,104,NaN,NaN,99,103,NaN,97,58,40,NaN,NaN,NaN,43,62,99,92,78,76,NaN,NaN,NaN,40,40,NaN,NaN
1686,male,50,170,63,standard,1647-271-1.jpg,NaN,1647-271-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,33,18,92,NaN,NaN,87,86,NaN,96,55,37,NaN,NaN,NaN,40,61,84,98,74,72,NaN,NaN,NaN,39,39,NaN,NaN
1687,male,41,168,94.5,big belly,1648-272-1.jpg,NaN,NaN,NaN,NaN,NaN,1648-272-4.jpg,NaN,NaN,NaN,48,NaN,NaN,41,20,116,NaN,NaN,108,112,NaN,110,62,45,NaN,NaN,NaN,48,60,106,94,73,71,NaN,NaN,NaN,41,46,NaN,NaN
1688,male,47,177,86,small belly,1649-273-1.jpg,NaN,1649-273-6.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,35,19,106,NaN,NaN,102,102,NaN,103,60,39,NaN,NaN,NaN,45,63,95,98,77,75,NaN,NaN,NaN,40,42,NaN,NaN
1689,female,41,159,62,rectangle,1652-280-1.jpg,NaN,NaN,NaN,NaN,NaN,1652-280-5.jpg,NaN,NaN,NaN,38,NaN,NaN,34,18,94,NaN,NaN,84,78,NaN,94,55,40,NaN,NaN,NaN,37,56,79,95,60,57,25,12,40,40,36,NaN,NaN
1690,male,47,172,74,small belly,1653-281-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,30.5,18,98,NaN,NaN,96,97,NaN,97,56,42,NaN,NaN,NaN,44,62,98,98,74,72,NaN,NaN,NaN,39,42,NaN,NaN
1691,male,56,165,63.5,small belly,1654-282-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,33,21,94,NaN,NaN,92,98,NaN,95,56,38,NaN,NaN,NaN,41,60,92.5,94,67,65,NaN,NaN,NaN,38.5,39,NaN,NaN
1692,female,49,150,53.4,triangle,1655-284-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36,NaN,NaN,30,16,91,NaN,NaN,77,77,NaN,96,61,38,NaN,NaN,NaN,36,52,78,93,61,58,26,13,38,42,34,NaN,NaN
1693,male,21,175,75,small belly,1656-285-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,31,19,99,NaN,NaN,94,95,NaN,104,57,38,NaN,NaN,NaN,44,64,94,97,71,67,NaN,NaN,NaN,41,42,NaN,NaN
1694,male,32,164.5,63,standard,1657-287-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,32,17,90,NaN,NaN,84,83,NaN,96,57,39,NaN,NaN,NaN,42,57.5,86,90,68,66,NaN,NaN,NaN,40,39,NaN,NaN
1695,male,52,175,65.8,standard,1658-288-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,NaN,NaN,29,18,94.5,NaN,NaN,89,84,NaN,93,49.5,35,NaN,NaN,NaN,42,61,83,101,75,73,NaN,NaN,NaN,35,38,NaN,NaN
1696,male,50,165,67.5,standard,1659-289-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,31,19,95,NaN,NaN,90,91,NaN,94.5,50,40.5,NaN,NaN,NaN,40,56,88,92,69,67,NaN,NaN,NaN,39,41,NaN,NaN
1697,male,37,179,74.5,standard,1660-291-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,35,18,94,NaN,NaN,85,88,NaN,99,57,38,NaN,NaN,NaN,42,65,92,99,78,76,NaN,NaN,NaN,40,39,NaN,NaN
1698,female,32,160,46.2,rectangle,1661-292-1.jpg,NaN,1661-292-4.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,NaN,NaN,28,16,86,NaN,NaN,74,73,NaN,86,51,33,NaN,NaN,NaN,35,57,74,97,58,56,23,13,38,34,35,NaN,NaN
1699,male,58,175,82,standard,1662-293-1.jpg,NaN,NaN,NaN,NaN,NaN,1662-293-5.jpg,NaN,NaN,NaN,42,NaN,NaN,36,19,105,NaN,NaN,98,97,NaN,108,64,44,NaN,NaN,NaN,43,61,94,104,76,74,NaN,NaN,NaN,46,40,NaN,NaN
1700,female,50,160,62.5,triangle,1663-294-1.jpg,NaN,NaN,NaN,NaN,NaN,1663-294-4.jpg,NaN,NaN,NaN,40,NaN,NaN,32,17,95,NaN,NaN,86,87,NaN,102,60,38,NaN,NaN,NaN,39,54,83,97,65,62,25,14,40,41,38,NaN,NaN
1701,male,27,179,64,standard,1664-295-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,32,18,90,NaN,NaN,83,81,NaN,95,54,37,NaN,NaN,NaN,39,61,83,97,75,73,NaN,NaN,NaN,40,39,NaN,NaN
1702,male,35,165,65.2,standard,1665-296-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,36,20,100,NaN,NaN,93,92,NaN,95,56,37,NaN,NaN,NaN,43,58,88,92,74,72,NaN,NaN,NaN,38,40,NaN,NaN
1703,female,48,160,53.5,triangle,1666-297-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,NaN,NaN,29,18,86,NaN,NaN,80,80,NaN,97,53,37,NaN,NaN,NaN,35,56,76,98,63,61,25,14,39,39,35,NaN,NaN
1704,male,58,167,77.8,small belly,1667-298-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,34,19,100,NaN,NaN,95,99,NaN,101,60,41,NaN,NaN,NaN,43,59,95,95,74,72,NaN,NaN,NaN,41,40,NaN,NaN
1705,male,56,177,104,big belly,1668-299-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN,37,20,107,NaN,NaN,106,112,NaN,115,65,44,NaN,NaN,NaN,45,59,113,100,77,75,NaN,NaN,NaN,47,41,NaN,NaN
1706,male,51,180,86.2,small belly,1669-300-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,36,20,107,NaN,NaN,101,105,NaN,105,59,43,NaN,NaN,NaN,43,62,99,102,80,78,NaN,NaN,NaN,43,44,NaN,NaN
1707,male,39,168,72,small belly,1672-304-1.jpg,NaN,NaN,NaN,NaN,NaN,1672-304-4.jpg,NaN,NaN,NaN,41,NaN,NaN,35,18,97,NaN,NaN,95,95,NaN,99,56,37,NaN,NaN,NaN,41,57,90,95,72,70,NaN,NaN,NaN,39,39,NaN,NaN
1708,male,30,170,98.9,small belly,1673-307-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,38,19,114,NaN,NaN,105,109,NaN,110,67,43,NaN,NaN,NaN,44,57,106,94,74,72,NaN,NaN,NaN,43,45,NaN,NaN
1709,male,55,172,59.3,standard,1674-308-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,NaN,NaN,31,19,91,NaN,NaN,91,93,NaN,90,48,37,NaN,NaN,NaN,39,62,84,100,76,74,NaN,NaN,NaN,37,38,NaN,NaN
1710,female,49,165,62.5,triangle,1675-309-1.jpg,NaN,NaN,NaN,NaN,NaN,1675-309-4.jpg,NaN,NaN,NaN,35,NaN,NaN,32,18,90,NaN,NaN,80,82,NaN,98,56,38,NaN,NaN,NaN,37,58,82,96,64,61,27,15,40,40,33,NaN,NaN
1711,male,58,158,59.1,standard,1676-310-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,32,19,92,NaN,NaN,87,83,NaN,94,55,37,NaN,NaN,NaN,40,60,81,94,71,69,NaN,NaN,NaN,38,39,NaN,NaN
1712,male,51,173.5,63,standard,1677-311-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,31,19,96,NaN,NaN,92,86,NaN,91,54,37,NaN,NaN,NaN,40,63,81,106,75,73,NaN,NaN,NaN,39,40,NaN,NaN
1713,male,51,171,61.5,standard,1678-312-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,NaN,NaN,30,19,91,NaN,NaN,87,82,NaN,92,54,39,NaN,NaN,NaN,39,60,80,103,76,74,NaN,NaN,NaN,40,38,NaN,NaN
1714,female,47,156,56.2,rectangle,1679-313-1.jpg,NaN,NaN,NaN,NaN,NaN,1679-313-6.jpg,NaN,NaN,NaN,38,NaN,NaN,30,17,91,NaN,NaN,76,79,NaN,95,56,36,NaN,NaN,NaN,36,55,78,93,62,59,25,13,40,40,36,NaN,NaN
1715,male,49,168,73.5,small belly,1680-314-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,34,20,103,NaN,NaN,98,102,NaN,101,57,38,NaN,NaN,NaN,43,60,93,97,72,70,NaN,NaN,NaN,39,39,NaN,NaN
1716,male,55,174,81,small belly,1681-315-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,34,18,103,NaN,NaN,101,104,NaN,104,56,40,NaN,NaN,NaN,41,62,99,101,78,76,NaN,NaN,NaN,40,42,NaN,NaN
1717,female,26,165,82.6,triangle,1682-316-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,35,16.5,105,NaN,NaN,104,98,NaN,111,62,43,NaN,NaN,NaN,44,59,92,96.5,67,64,28,17,41,40,39,NaN,NaN
1718,male,48,175,71,standard,1683-317-1.jpg,NaN,NaN,NaN,NaN,NaN,1683-317-4.jpg,NaN,NaN,NaN,42,NaN,NaN,32,18,95,NaN,NaN,92,92,NaN,96,56,40,NaN,NaN,NaN,42,61,89,103,75,73,NaN,NaN,NaN,40,40,NaN,NaN
1719,female,49,160,65.8,rectangle,1684-318-1.jpg,NaN,NaN,NaN,NaN,NaN,1684-318-6.jpg,NaN,NaN,NaN,43,NaN,NaN,32,16,103,NaN,NaN,85,88,NaN,102,55,39,NaN,NaN,NaN,37,58,88,97,64,61,27,14,41,40,41,NaN,NaN
1720,male,62,167,65,standard,1685-319-1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,NaN,NaN,35,18,97,NaN,NaN,94,96,NaN,98,58,41,NaN,NaN,NaN,41,60,90,97,74,72,NaN,NaN,NaN,40,38,NaN,NaN
